,Adj Close,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
,AAPL,AMZN,MSFT,AAPL,AMZN,MSFT,AAPL,AMZN,MSFT,AAPL,AMZN,MSFT,AAPL,AMZN,MSFT,AAPL,AMZN,MSFT
Date,,,,,,,,,,,,,,,,,,
2018-10-11,51.27894592285156,85.96800231933594,100.13923645019531,53.61249923706055,85.96800231933594,105.91000366210938,54.875,87.7699966430664,108.93000030517578,53.08000183105469,84.25499725341797,104.19999694824219,53.630001068115234,86.19999694824219,105.3499984741211,212497600,278718000,63904300
2018-10-12,53.1105842590332,89.43049621582031,103.59980010986328,55.52750015258789,89.43049621582031,109.56999969482422,55.720001220703125,90.44750213623047,111.23999786376953,54.209999084472656,87.12650299072266,107.12000274658203,55.10499954223633,90.4000015258789,109.01000213623047,161351600,188892000,47742100
2018-10-15,51.97477340698242,88.04750061035156,101.73715209960938,54.34000015258789,88.04750061035156,107.5999984741211,55.45750045776367,89.75250244140625,109.4800033569336,54.317501068115234,86.71150207519531,106.94999694824219,55.290000915527344,89.75,108.91000366210938,123164000,128744000,32068100
2018-10-16,53.120155334472656,90.99800109863281,104.95188903808594,55.537498474121094,90.99800109863281,111.0,55.747501373291016,91.19400024414062,111.41000366210938,54.189998626708984,88.07749938964844,108.94999694824219,54.73249816894531,89.17500305175781,109.54000091552734,116736000,117198000,31610200
2018-10-17,52.89059829711914,91.58650207519531,104.67769622802734,55.29750061035156,91.58650207519531,110.70999908447266,55.65999984741211,92.25,111.80999755859375,54.834999084472656,90.3499984741211,109.55000305175781,55.57500076293945,92.1395034790039,111.68000030517578,91541600,105904000,26548200
2018-10-18,51.654354095458984,88.53600311279297,102.5881118774414,54.005001068115234,88.53600311279297,108.5,54.935001373291016,91.50749969482422,110.52999877929688,53.25,88.39350128173828,107.83000183105469,54.46500015258789,91.07450103759766,110.0999984741211,130325200,117480000,32506200
2018-10-19,52.44104766845703,88.20149993896484,102.73939514160156,54.82749938964844,88.20149993896484,108.66000366210938,55.314998626708984,90.45500183105469,110.86000061035156,54.35749816894531,87.6500015258789,108.20999908447266,54.51499938964844,89.25800323486328,108.93000030517578,132314800,118144000,32785500
2018-10-22,52.761470794677734,89.46499633789062,103.65652465820312,55.162498474121094,89.46499633789062,109.62999725341797,55.84000015258789,90.4749984741211,110.54000091552734,54.73500061035156,87.80000305175781,108.23999786376953,54.9474983215332,89.19999694824219,109.31999969482422,115168400,90000000,26545600
2018-10-23,53.25883483886719,88.43499755859375,102.20989227294922,55.682498931884766,88.43499755859375,108.0999984741211,55.8125,88.81700134277344,108.97000122070312,53.67499923706055,85.69999694824219,105.11000061035156,53.95750045776367,87.11199951171875,107.7699966430664,155071200,134478000,43770400
2018-10-24,51.43197250366211,83.20999908447266,96.74483489990234,53.772499084472656,83.20999908447266,102.31999969482422,56.057498931884766,88.885498046875,108.48999786376953,53.6349983215332,82.8280029296875,101.58999633789062,55.650001525878906,88.68499755859375,108.41000366210938,163702000,138568000,63897800
2018-10-25,52.558223724365234,89.1084976196289,102.39901733398438,54.95000076293945,89.1084976196289,108.30000305175781,55.345001220703125,89.7405014038086,109.2699966430664,54.1875,84.60050201416016,106.1500015258789,54.4275016784668,85.16699981689453,106.55000305175781,119423200,205714000,61646800
2018-10-26,51.7213020324707,82.1405029296875,101.13201141357422,54.07500076293945,82.1405029296875,106.95999908447266,55.04750061035156,84.9229965209961,108.75,53.16749954223633,80.1500015258789,104.76000213623047,53.974998474121094,82.47949981689453,105.69000244140625,189033600,299276000,55523100
2018-10-29,50.75048828125,76.94400024414062,98.19148254394531,53.060001373291016,76.94400024414062,103.8499984741211,54.92250061035156,83.28700256347656,108.69999694824219,51.522499084472656,74.75,101.62999725341797,54.79750061035156,83.0,108.11000061035156,183742000,277322000,55162000
2018-10-30,51.00395584106445,76.52100372314453,98.0780258178711,53.32500076293945,76.52100372314453,103.7300033569336,53.79499816894531,77.04949951171875,104.37999725341797,52.317501068115234,73.81800079345703,100.11000061035156,52.787498474121094,74.30799865722656,103.66000366210938,146640000,249202000,65350900
2018-10-31,52.33345031738281,79.90049743652344,100.99018096923828,54.71500015258789,79.90049743652344,106.80999755859375,55.11249923706055,81.19550323486328,108.13999938964844,54.154998779296875,78.25450134277344,105.38999938964844,54.220001220703125,78.49949645996094,105.44000244140625,153435600,187804000,51062400
2018-11-01,53.13688659667969,83.27649688720703,100.14867401123047,55.55500030517578,83.27649688720703,105.91999816894531,55.59000015258789,83.52249908447266,107.31999969482422,54.20249938964844,79.9219970703125,105.52999877929688,54.76250076293945,81.17649841308594,107.05000305175781,233292800,162710000,33384200
2018-11-02,49.61228942871094,83.27649688720703,100.37561798095703,51.869998931884766,83.27649688720703,106.16000366210938,53.412498474121094,84.87200164794922,107.31999969482422,51.35749816894531,82.59149932861328,104.9800033569336,52.38750076293945,83.92949676513672,106.4800033569336,365314800,139110000,37680200
2018-11-05,48.20387268066406,81.38999938964844,101.65206146240234,50.397499084472656,81.38999938964844,107.51000213623047,51.09749984741211,82.90450286865234,107.73999786376953,49.54249954223633,79.81800079345703,105.9000015258789,51.07500076293945,82.87850189208984,106.37000274658203,264654800,112494000,27922100
2018-11-06,48.72515869140625,82.1405029296875,101.8506088256836,50.942501068115234,82.1405029296875,107.72000122070312,51.18000030517578,83.25,108.83999633789062,50.42250061035156,80.72750091552734,106.27999877929688,50.47999954223633,80.9175033569336,107.37999725341797,127531600,85148000,24340200
2018-11-07,50.202903747558594,87.77449798583984,105.85956573486328,52.48749923706055,87.77449798583984,111.95999908447266,52.51499938964844,87.96150207519531,112.23999786376953,51.032501220703125,83.2040023803711,109.4000015258789,51.49250030517578,83.6500015258789,109.44000244140625,133697600,163844000,37901700
2018-11-08,50.027740478515625,87.74549865722656,105.6610107421875,52.122501373291016,87.74549865722656,111.75,52.529998779296875,89.19999694824219,112.20999908447266,51.6875,86.25550079345703,110.91000366210938,52.494998931884766,87.75,111.80000305175781,101450400,130698000,25644100
2018-11-09,49.063133239746094,85.62149810791016,103.59980010986328,51.11750030517578,85.62149810791016,109.56999969482422,51.502498626708984,87.19599914550781,111.44999694824219,50.5625,85.09349822998047,108.76000213623047,51.38750076293945,86.625,110.8499984741211,137463200,118044000,32039200
2018-11-12,46.59160614013672,81.84249877929688,101.04690551757812,48.54249954223633,81.84249877929688,106.87000274658203,49.962501525878906,85.42749786376953,109.95999908447266,48.4474983215332,81.50050354003906,106.0999984741211,49.75,84.91200256347656,109.41999816894531,204542000,136124000,33621800
2018-11-13,46.126102447509766,81.55850219726562,101.11309814453125,48.057498931884766,81.55850219726562,106.94000244140625,49.29499816894531,83.85299682617188,108.73999786376953,47.86249923706055,80.6875,106.63999938964844,47.907501220703125,82.4645004272461,107.55000305175781,187531600,118666000,35374600
2018-11-14,44.82317352294922,79.95050048828125,99.67921447753906,46.70000076293945,79.95050048828125,104.97000122070312,48.619998931884766,83.6500015258789,108.26000213623047,46.48249816894531,79.85350036621094,104.47000122070312,48.474998474121094,82.81600189208984,108.0999984741211,243204000,129738000,39495100
2018-11-15,45.929344177246094,80.97200012207031,101.8727798461914,47.852500915527344,80.97200012207031,107.27999877929688,47.99250030517578,81.24099731445312,107.80000305175781,46.724998474121094,77.32550048828125,103.91000366210938,47.09749984741211,79.05049896240234,104.98999786376953,185915200,168546000,38505200
2018-11-16,46.43804931640625,79.67050170898438,102.8318862915039,48.38249969482422,79.67050170898438,108.29000091552734,48.74250030517578,80.7239990234375,108.87999725341797,47.3650016784668,78.65599822998047,106.80000305175781,47.625,79.375,107.08000183105469,147713200,121322000,33502100
2018-11-19,44.59761428833008,75.614501953125,99.34686279296875,46.46500015258789,75.614501953125,104.62000274658203,47.67499923706055,79.05950164794922,108.55999755859375,46.247501373291016,75.16799926757812,103.55000305175781,47.5,78.85050201416016,108.2699966430664,167701200,155800000,44773900
2018-11-20,42.46683120727539,74.77300262451172,96.58352661132812,44.244998931884766,74.77300262451172,101.70999908447266,45.36750030517578,76.73750305175781,102.97000122070312,43.877498626708984,71.0,99.3499984741211,44.592498779296875,71.875,101.80000305175781,271300800,217576000,64052500
2018-11-21,42.41884231567383,75.83650207519531,97.9129638671875,44.19499969482422,75.83650207519531,103.11000061035156,45.067501068115234,77.5,104.43000030517578,44.13750076293945,75.75,102.23999786376953,44.932498931884766,77.14949798583984,103.5999984741211,124496800,114336000,28130600
2018-11-23,41.341453552246094,75.10299682617188,97.8749771118164,43.0724983215332,75.10299682617188,103.06999969482422,44.150001525878906,76.80999755859375,103.80999755859375,43.025001525878906,75.09049987792969,102.0,43.73500061035156,75.8499984741211,102.16999816894531,94496000,54152000,13823100
2018-11-26,41.900535583496094,79.06649780273438,101.10360717773438,43.654998779296875,79.06649780273438,106.47000122070312,43.73749923706055,79.2405014038086,106.62999725341797,42.564998626708984,76.21099853515625,104.58000183105469,43.560001373291016,76.94999694824219,104.79000091552734,179994000,125154000,32336200
2018-11-27,41.809356689453125,79.07099914550781,101.73983764648438,43.560001373291016,79.07099914550781,107.13999938964844,43.692501068115234,79.88249969482422,107.33000183105469,42.720001220703125,77.90049743652344,105.36000061035156,42.877498626708984,78.79949951171875,106.2699966430664,165549600,115664000,29124500
2018-11-28,43.41704559326172,83.88749694824219,105.51924896240234,45.23500061035156,83.88749694824219,111.12000274658203,45.3224983215332,84.07250213623047,111.33000183105469,43.73249816894531,80.06099700927734,107.86000061035156,44.182498931884766,80.69599914550781,107.88999938964844,184250000,169174000,46788500
2018-11-29,43.08351135253906,83.67849731445312,104.63611602783203,44.88750076293945,83.67849731445312,110.19000244140625,45.70000076293945,84.49949645996094,111.12000274658203,44.42499923706055,82.61650085449219,109.02999877929688,45.665000915527344,83.74949645996094,110.33000183105469,167080000,132264000,28123200
2018-11-30,42.85074234008789,84.50849914550781,105.30083465576172,44.64500045776367,84.50849914550781,110.88999938964844,45.08250045776367,84.80000305175781,110.97000122070312,44.25749969482422,83.32499694824219,109.36000061035156,45.0724983215332,83.9749984741211,110.69999694824219,158126000,115236000,33665600
2018-12-03,44.34806823730469,88.61799621582031,106.44035339355469,46.20500183105469,88.61799621582031,112.08999633789062,46.23500061035156,88.91699981689453,113.41999816894531,45.3025016784668,86.5,110.7300033569336,46.1150016784668,88.4729995727539,113.0,163210000,137246000,34732800
2018-12-04,42.39724349975586,83.41999816894531,103.05027770996094,44.17250061035156,83.41999816894531,108.5199966430664,45.59749984741211,88.51699829101562,112.63999938964844,44.067501068115234,83.25,108.20999908447266,45.23749923706055,87.80000305175781,111.94000244140625,165377200,173890000,45197000
2018-12-06,41.92454147338867,84.95950317382812,103.6865234375,43.68000030517578,84.95950317382812,109.19000244140625,43.69499969482422,85.05249786376953,109.23999786376953,42.60499954223633,80.49250030517578,105.0,42.939998626708984,80.74349975585938,105.81999969482422,172393600,175788000,49107400
2018-12-07,40.42963409423828,81.45649719238281,99.53678131103516,42.122501373291016,81.45649719238281,104.81999969482422,43.622501373291016,85.94650268554688,109.44999694824219,42.07500076293945,81.27300262451172,104.30000305175781,43.372501373291016,85.25350189208984,108.37999725341797,169126400,151522000,45044900
2018-12-10,40.69598388671875,82.05149841308594,102.1671371459961,42.400001525878906,82.05149841308594,107.58999633789062,42.522499084472656,82.89949798583984,107.9800033569336,40.83250045776367,79.54350280761719,103.88999938964844,41.25,81.19200134277344,104.80000305175781,248104000,149896000,40801500
2018-12-11,40.463226318359375,82.16200256347656,103.11674499511719,42.157501220703125,82.16200256347656,108.58999633789062,42.9474983215332,83.97350311279297,110.94999694824219,41.75,80.9800033569336,107.44000244140625,42.915000915527344,83.9000015258789,109.80000305175781,189126800,124894000,42381900
2018-12-12,40.57600402832031,83.177001953125,103.58206939697266,42.275001525878906,83.177001953125,109.08000183105469,42.97999954223633,85.24949645996094,111.2699966430664,42.255001068115234,83.01349639892578,109.04000091552734,42.599998474121094,83.44999694824219,110.88999938964844,142510800,131960000,36183000
2018-12-13,41.019920349121094,82.91899871826172,103.93339538574219,42.73749923706055,82.91899871826172,109.44999694824219,43.14250183105469,84.60600280761719,110.87000274658203,42.38750076293945,82.07499694824219,108.62999725341797,42.622501373291016,84.0,109.58000183105469,127594400,105426000,31333400
2018-12-14,39.707374572753906,79.59549713134766,100.68580627441406,41.369998931884766,79.59549713134766,106.02999877929688,42.27000045776367,82.12850189208984,109.26000213623047,41.31999969482422,79.25,105.5,42.25,81.9000015258789,108.25,162814800,127344000,47043100
2018-12-17,39.33784484863281,76.04550170898438,97.70405578613281,40.98500061035156,76.04550170898438,102.88999938964844,42.087501525878906,78.80650329589844,105.80000305175781,40.682498931884766,75.25050354003906,101.70999908447266,41.36249923706055,78.30000305175781,105.41000366210938,177151600,176596000,56957300
2018-12-18,39.84895706176758,77.5739974975586,98.72962951660156,41.51750183105469,77.5739974975586,103.97000122070312,41.88249969482422,78.37750244140625,104.51000213623047,41.09749984741211,76.15049743652344,102.5199966430664,41.345001220703125,77.0,103.75,135366000,130460000,49319200
2018-12-19,38.605995178222656,74.75399780273438,98.46372985839844,40.22249984741211,74.75399780273438,103.69000244140625,41.86249923706055,79.22650146484375,106.87999725341797,39.772499084472656,74.15899658203125,101.3499984741211,41.5,77.15249633789062,103.6500015258789,196189200,175844000,68198200
2018-12-20,37.63179016113281,73.04149627685547,96.39360046386719,39.20750045776367,73.04149627685547,101.51000213623047,40.52750015258789,75.4749984741211,104.30999755859375,38.82500076293945,71.6344985961914,98.77999877929688,40.099998474121094,74.19999694824219,103.05000305175781,259092000,199836000,70334200
2018-12-21,36.1680793762207,68.87249755859375,93.27893829345703,37.682498931884766,68.87249755859375,98.2300033569336,39.540000915527344,74.0,103.0,37.407501220703125,68.197998046875,97.45999908447266,39.21500015258789,73.24949645996094,101.62999725341797,382978400,272806000,111242100
2018-12-24,35.232261657714844,67.197998046875,89.38558197021484,36.70750045776367,67.197998046875,94.12999725341797,37.88750076293945,69.80149841308594,97.97000122070312,36.647499084472656,65.3499984741211,93.9800033569336,37.037498474121094,67.30000305175781,97.68000030517578,148676800,144400000,43935200
2018-12-26,37.7133674621582,73.54499816894531,95.49149322509766,39.29249954223633,73.54499816894531,100.55999755859375,39.307498931884766,73.65799713134766,100.69000244140625,36.68000030517578,68.15049743652344,93.95999908447266,37.07500076293945,68.44450378417969,95.13999938964844,234330000,208236000,51634800
2018-12-27,37.468624114990234,73.08200073242188,96.08025360107422,39.037498474121094,73.08200073242188,101.18000030517578,39.192501068115234,73.44999694824219,101.19000244140625,37.51750183105469,69.5155029296875,96.4000015258789,38.959999084472656,72.70999908447266,99.30000305175781,212468400,194440000,49498500
2018-12-28,37.487823486328125,73.9010009765625,95.33007049560547,39.057498931884766,73.9010009765625,100.38999938964844,39.630001068115234,75.67350006103516,102.41000366210938,38.63750076293945,72.44999694824219,99.5199966430664,39.375,73.6675033569336,102.08999633789062,169165600,176580000,38196300
2018-12-31,37.85014343261719,75.09850311279297,96.45057678222656,39.435001373291016,75.09850311279297,101.56999969482422,39.84000015258789,76.03800201416016,102.4000015258789,39.119998931884766,74.3499984741211,100.44000244140625,39.63249969482422,75.54000091552734,101.29000091552734,140014000,139090000,33173800
2019-01-02,37.89332580566406,76.95649719238281,96.02327728271484,39.47999954223633,76.95649719238281,101.12000274658203,39.712501525878906,77.66799926757812,101.75,38.557498931884766,73.04650115966797,98.94000244140625,38.72249984741211,73.26000213623047,99.55000305175781,148158800,159662000,35329300
2019-01-03,34.118873596191406,75.01399993896484,92.49077606201172,35.54750061035156,75.01399993896484,97.4000015258789,36.43000030517578,76.9000015258789,100.19000244140625,35.5,74.85549926757812,97.19999694824219,35.994998931884766,76.00050354003906,100.0999984741211,365248800,139512000,42579100
2019-01-04,35.57539749145508,78.76950073242188,96.79243469238281,37.064998626708984,78.76950073242188,101.93000030517578,37.13750076293945,79.69999694824219,102.51000213623047,35.95000076293945,75.91549682617188,98.93000030517578,36.13249969482422,76.5,99.72000122070312,234428400,183652000,44060600
2019-01-07,35.49619674682617,81.47550201416016,96.91587829589844,36.98249816894531,81.47550201416016,102.05999755859375,37.20750045776367,81.72799682617188,103.2699966430664,36.474998474121094,79.45950317382812,100.9800033569336,37.17499923706055,80.1155014038086,101.63999938964844,219111200,159864000,35656100
2019-01-08,36.172874450683594,82.8290023803711,97.61859130859375,37.6875,82.8290023803711,102.80000305175781,37.95500183105469,83.83049774169922,103.97000122070312,37.130001068115234,80.83049774169922,101.70999908447266,37.38999938964844,83.2344970703125,103.04000091552734,164101200,177628000,31514400
2019-01-09,36.78715515136719,82.97100067138672,99.01448059082031,38.32749938964844,82.97100067138672,104.2699966430664,38.63249969482422,83.38999938964844,104.87999725341797,37.407501220703125,82.06999969482422,103.23999786376953,37.8224983215332,82.64900207519531,103.86000061035156,180396400,126976000,32280800
2019-01-10,36.90473175048828,82.81099700927734,98.37825012207031,38.45000076293945,82.81099700927734,103.5999984741211,38.49250030517578,83.1624984741211,103.75,37.71500015258789,81.08100128173828,102.37999725341797,38.125,82.05049896240234,103.22000122070312,143122800,130154000,30067600
2019-01-11,36.54240036010742,82.02799987792969,97.61859130859375,38.0724983215332,82.02799987792969,102.80000305175781,38.42499923706055,83.0145034790039,103.44000244140625,37.877498626708984,81.81099700927734,101.63999938964844,38.220001220703125,82.02749633789062,103.19000244140625,108092800,93724000,28314200
2019-01-14,35.992897033691406,80.8604965209961,96.90640258789062,37.5,80.8604965209961,102.05000305175781,37.817501068115234,82.41000366210938,102.87000274658203,37.30500030517578,79.75749969482422,101.26000213623047,37.712501525878906,80.75,101.9000015258789,129756800,120118000,28437100
2019-01-15,36.72956085205078,83.72799682617188,99.71720886230469,38.26750183105469,83.72799682617188,105.01000213623047,38.34749984741211,83.75800323486328,105.05000305175781,37.51250076293945,81.30049896240234,101.87999725341797,37.567501068115234,81.5999984741211,102.51000213623047,114843600,119970000,31587600
2019-01-16,37.17828369140625,84.18900299072266,100.06855773925781,38.73500061035156,84.18900299072266,105.37999725341797,38.970001220703125,85.25,106.26000213623047,38.25,83.79399871826172,104.95999908447266,38.27000045776367,84.21099853515625,105.26000213623047,122278800,127338000,29853900
2019-01-17,37.399024963378906,84.66100311279297,100.77127075195312,38.96500015258789,84.66100311279297,106.12000274658203,39.415000915527344,85.00849914550781,106.62999725341797,38.314998626708984,83.875,104.76000213623047,38.54999923706055,84.0,105.0,119284800,84178000,28393000
2019-01-18,37.629390716552734,84.80999755859375,102.28109741210938,39.20500183105469,84.80999755859375,107.70999908447266,39.470001220703125,85.80999755859375,107.9000015258789,38.994998931884766,84.5770034790039,105.91000366210938,39.375,85.5999984741211,107.45999908447266,135004000,120410000,37427600
2019-01-22,36.78475570678711,81.6084976196289,100.3534164428711,38.32500076293945,81.6084976196289,105.68000030517578,39.182498931884766,84.09349822998047,107.0999984741211,38.154998779296875,80.51000213623047,104.86000061035156,39.102500915527344,84.05000305175781,106.75,121576000,128336000,32371300
2019-01-23,36.93352127075195,82.0009994506836,101.33150482177734,38.47999954223633,82.0009994506836,106.70999908447266,38.78499984741211,82.87149810791016,107.04000091552734,37.92499923706055,80.5999984741211,105.33999633789062,38.537498474121094,82.80000305175781,106.12000274658203,92522400,104504000,25874300
2019-01-24,36.64078140258789,82.74649810791016,100.84722137451172,38.17499923706055,82.74649810791016,106.19999694824219,38.619998931884766,82.86299896240234,107.0,37.935001373291016,81.58899688720703,105.33999633789062,38.52750015258789,82.05349731445312,106.86000061035156,101766000,81798000,23164800
2019-01-25,37.85494613647461,83.52850341796875,101.76831817626953,39.439998626708984,83.52850341796875,107.16999816894531,39.532501220703125,84.17400360107422,107.87999725341797,38.58000183105469,83.08049774169922,106.19999694824219,38.869998931884766,83.5250015258789,107.23999786376953,134142000,98918000,31225600
2019-01-28,37.504600524902344,81.89450073242188,99.78366088867188,39.07500076293945,81.89450073242188,105.08000183105469,39.08250045776367,82.25,106.4800033569336,38.415000915527344,80.70449829101562,104.66000366210938,38.9474983215332,82.17949676513672,106.26000213623047,104768400,96754000,29476700
2019-01-29,37.115882873535156,79.69400024414062,97.75153350830078,38.66999816894531,79.69400024414062,102.94000244140625,39.532501220703125,81.61900329589844,104.97000122070312,38.52750015258789,79.53600311279297,102.16999816894531,39.0625,81.5634994506836,104.87999725341797,166348800,92656000,31490500
2019-01-30,39.652191162109375,83.52149963378906,101.01813507080078,41.3125,83.52149963378906,106.37999725341797,41.537498474121094,83.84750366210938,106.37999725341797,40.057498931884766,80.98400115966797,104.33000183105469,40.8125,81.1500015258789,104.62000274658203,244439200,115676000,49471900
2019-01-31,39.9377326965332,85.9365005493164,99.16645050048828,41.61000061035156,85.9365005493164,104.43000030517578,42.25,86.82050323486328,105.22000122070312,41.13999938964844,83.9540023803711,103.18000030517578,41.52750015258789,84.64250183105469,103.80000305175781,162958400,218206000,55636400
2019-02-01,39.95692825317383,81.3115005493164,97.59961700439453,41.630001068115234,81.3115005493164,102.77999877929688,42.244998931884766,83.65299987792969,104.0999984741211,41.48249816894531,81.10050201416016,102.3499984741211,41.7400016784668,81.94400024414062,103.77999877929688,130672400,230124000,35535700
2019-02-04,41.091896057128906,81.66549682617188,100.41040802001953,42.8125,81.66549682617188,105.73999786376953,42.915000915527344,82.48149871826172,105.80000305175781,41.81999969482422,80.67500305175781,102.7699966430664,41.852500915527344,81.1500015258789,102.87000274658203,125982000,98582000,31315100
2019-02-05,41.794960021972656,82.94049835205078,101.8158187866211,43.54499816894531,82.94049835205078,107.22000122070312,43.77000045776367,83.26300048828125,107.2699966430664,43.087501525878906,82.125,105.95999908447266,43.21500015258789,82.16699981689453,106.05999755859375,144406400,89062000,27325400
2019-02-06,41.809356689453125,82.01300048828125,100.68580627441406,43.560001373291016,82.01300048828125,106.02999877929688,43.89250183105469,83.61299896240234,107.0,43.212501525878906,81.66699981689453,105.52999877929688,43.662498474121094,83.5374984741211,107.0,112958400,78798000,20609800
2019-02-07,41.01752471923828,80.71849822998047,99.96408081054688,42.73500061035156,80.71849822998047,105.2699966430664,43.48500061035156,81.2770004272461,105.58999633789062,42.584999084472656,79.64550018310547,104.29000091552734,43.099998474121094,81.25,105.19000244140625,126966800,92532000,29760700
2019-02-08,41.06570816040039,79.41100311279297,100.34391021728516,42.602500915527344,79.41100311279297,105.66999816894531,42.665000915527344,79.42949676513672,105.77999877929688,42.10499954223633,78.33799743652344,104.26000213623047,42.247501373291016,79.30000305175781,104.38999938964844,95280000,113150000,21461100
2019-02-11,40.829559326171875,79.55000305175781,99.94509887695312,42.35749816894531,79.55000305175781,105.25,42.8025016784668,80.4645004272461,106.58000183105469,42.3125,79.30000305175781,104.97000122070312,42.76250076293945,80.04900360107422,106.19999694824219,83973600,66346000,18914100
2019-02-12,41.1813850402832,81.90049743652344,101.50244140625,42.72249984741211,81.90049743652344,106.88999938964844,42.75,81.97000122070312,107.13999938964844,42.42499923706055,79.94400024414062,105.4800033569336,42.525001525878906,80.19999694824219,106.13999938964844,89134000,97172000,25056600
2019-02-13,41.01028823852539,82.0,101.42647552490234,42.54499816894531,82.0,106.80999755859375,43.119998931884766,82.81900024414062,107.77999877929688,42.47999954223633,81.85549926757812,106.70999908447266,42.84749984741211,82.3499984741211,107.5,89960800,71206000,18394900
2019-02-14,41.159698486328125,81.13249969482422,101.51193237304688,42.70000076293945,81.13249969482422,106.9000015258789,42.814998626708984,81.8949966430664,107.29000091552734,42.345001220703125,80.3030014038086,105.66000366210938,42.4275016784668,81.2249984741211,106.30999755859375,87342800,82410000,21784700
2019-02-15,41.068119049072266,80.39749908447266,102.7654037475586,42.60499954223633,80.39749908447266,108.22000122070312,42.92499923706055,81.44550323486328,108.30000305175781,42.4375,80.2249984741211,107.36000061035156,42.8125,81.39299774169922,107.91000366210938,98507200,86878000,26606900
2019-02-19,41.19102478027344,81.37899780273438,102.7179183959961,42.73249816894531,81.37899780273438,108.16999816894531,42.86000061035156,81.69999694824219,108.66000366210938,42.372501373291016,80.02799987792969,107.77999877929688,42.4275016784668,80.05000305175781,107.79000091552734,75891200,73634000,18038500
2019-02-20,41.45610046386719,81.1050033569336,102.18387603759766,43.00749969482422,81.1050033569336,107.1500015258789,43.33000183105469,81.74649810791016,107.94000244140625,42.747501373291016,80.50599670410156,106.29000091552734,42.79750061035156,81.5,107.86000061035156,104457600,66752000,21607700
2019-02-21,41.222347259521484,80.97200012207031,104.33914947509766,42.76499938964844,80.97200012207031,109.41000366210938,43.092498779296875,81.1780014038086,109.4800033569336,42.57500076293945,80.04550170898438,106.87000274658203,42.95000076293945,80.99250030517578,106.9000015258789,68998800,69668000,29063200
2019-02-22,41.6826286315918,81.5780029296875,105.82683563232422,43.24250030517578,81.5780029296875,110.97000122070312,43.25,81.74700164794922,111.19999694824219,42.845001220703125,81.05850219726562,109.81999969482422,42.89500045776367,81.17500305175781,110.05000305175781,75652800,61924000,27763200
2019-02-25,41.98625946044922,81.6500015258789,106.4180908203125,43.557498931884766,81.6500015258789,111.58999633789062,43.967498779296875,82.7300033569336,112.18000030517578,43.48749923706055,81.51950073242188,111.26000213623047,43.540000915527344,82.07250213623047,111.76000213623047,87493600,63690000,23750600
