,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
,AAPL,ADBE,AMZN,COST,JNJ,JPM,MA,META,MSFT,TSLA,AAPL,ADBE,AMZN,COST,JNJ,JPM,MA,META,MSFT,TSLA,AAPL,ADBE,AMZN,COST,JNJ,JPM,MA,META,MSFT,TSLA,AAPL,ADBE,AMZN,COST,JNJ,JPM,MA,META,MSFT,TSLA,AAPL,ADBE,AMZN,COST,JNJ,JPM,MA,META,MSFT,TSLA,AAPL,ADBE,AMZN,COST,JNJ,JPM,MA,META,MSFT,TSLA
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-01,54.34204864501953,275.489990234375,100.21800231933594,219.16380310058594,121.23587799072266,96.84957122802734,217.395263671875,162.44000244140625,109.31071472167969,20.713333129882812,56.814998626708984,275.489990234375,100.21800231933594,234.64999389648438,139.69000244140625,113.5,223.77000427246094,162.44000244140625,115.61000061035156,20.713333129882812,57.35499954223633,276.6300048828125,101.65950012207031,236.52999877929688,139.85000610351562,114.61000061035156,225.35000610351562,165.8800048828125,115.68000030517578,20.762666702270508,56.587501525878906,271.4599914550781,100.18000030517578,234.42999267578125,138.0,113.04000091552734,223.08999633789062,161.25999450683594,114.7300033569336,20.06999969482422,56.98749923706055,271.760009765625,101.09950256347656,235.80999755859375,138.25999450683594,113.37000274658203,224.83999633789062,163.02999877929688,114.75,20.384666442871094,94403200,3553100,69210000,1673100,4871800,10146300,2955500,26407700,18883100,326664000
2018-10-02,54.82506561279297,272.0,98.56549835205078,220.7515869140625,121.9215087890625,97.25062561035156,216.03514099121094,159.3300018310547,108.87576293945312,20.06800079345703,57.31999969482422,272.0,98.56549835205078,236.35000610351562,140.47999572753906,113.97000122070312,222.3699951171875,159.3300018310547,115.1500015258789,20.06800079345703,57.5,277.0299987792969,100.66950225830078,237.57000732421875,140.72999572753906,114.12000274658203,223.72999572753906,162.27999877929688,115.83999633789062,21.12266731262207,56.657501220703125,271.8500061035156,98.28849792480469,233.8699951171875,139.64999389648438,112.80999755859375,221.00999450683594,158.6699981689453,114.44000244140625,19.94333267211914,56.8125,274.7099914550781,99.99949645996094,234.10000610351562,139.7899932861328,113.36000061035156,223.5,161.5800018310547,115.30000305175781,20.93000030517578,99152800,3254400,108014000,1647600,6439100,13753100,3060700,36031000,20787200,176152500
2018-10-03,55.49220657348633,270.510009765625,97.63800048828125,217.80947875976562,120.66304779052734,98.16363525390625,216.77352905273438,162.42999267578125,108.89466094970703,19.65333366394043,58.01750183105469,270.510009765625,97.63800048828125,233.1999969482422,139.02999877929688,115.04000091552734,223.1300048828125,162.42999267578125,115.16999816894531,19.65333366394043,58.36750030517578,274.1700134277344,99.48500061035156,237.30999755859375,141.27000427246094,115.66000366210938,224.3300018310547,163.66000366210938,116.18000030517578,20.30666732788086,57.44499969482422,269.760009765625,97.4905014038086,232.72999572753906,138.8800048828125,114.4800033569336,222.5500030517578,159.52999877929688,114.93000030517578,19.437999725341797,57.51250076293945,273.25,99.08499908447266,236.6199951171875,140.5399932861328,114.94000244140625,223.77999877929688,160.0,115.41999816894531,20.222000122070312,114619200,2726400,105062000,2322300,5411800,17142000,2662400,23109500,16648000,119925000
2018-10-04,54.516597747802734,263.7099914550781,95.47100067138672,216.3898162841797,120.9407730102539,99.0487060546875,209.9923858642578,158.85000610351562,106.64435577392578,18.788667678833008,56.997501373291016,263.7099914550781,95.47100067138672,231.67999267578125,139.35000610351562,115.2699966430664,216.14999389648438,158.85000610351562,112.79000091552734,18.788667678833008,58.087501525878906,271.07000732421875,97.80000305175781,234.0,139.52999877929688,116.80999755859375,222.14999389648438,161.4600067138672,114.76000213623047,19.600000381469727,56.682498931884766,260.5400085449219,94.82849884033203,230.66000366210938,137.32000732421875,114.20999908447266,214.58999633789062,157.35000610351562,111.62999725341797,18.511333465576172,57.69499969482422,269.5,97.44999694824219,233.25999450683594,138.5500030517578,114.55000305175781,222.07000732421875,161.4600067138672,114.61000061035156,19.59666633605957,128168000,3780300,145140000,2862800,4738700,16357400,5664900,25739600,34821700,147213000
2018-10-05,53.63187026977539,263.2200012207031,94.48249816894531,204.37857055664062,120.72380065917969,98.49018096923828,207.42459106445312,157.3300018310547,106.02031707763672,17.463333129882812,56.0724983215332,263.2200012207031,94.48249816894531,218.82000732421875,139.10000610351562,114.62000274658203,213.25999450683594,157.3300018310547,112.12999725341797,17.463333129882812,57.102500915527344,266.1000061035156,96.4540023803711,227.05999755859375,140.25,116.0999984741211,217.19000244140625,160.89999389648438,113.16999816894531,18.325332641601562,55.14500045776367,258.30999755859375,93.1415023803711,217.7899932861328,138.55999755859375,114.0199966430664,211.85000610351562,156.1999969482422,110.63999938964844,17.333332061767578,56.9900016784668,263.9599914550781,95.89949798583984,225.0,139.8000030517578,115.83000183105469,216.4499969482422,159.2100067138672,112.62999725341797,18.309999465942383,134322000,3098600,136446000,7379000,4309300,13777600,4268300,25744000,29068900,269167500
2018-10-08,53.50752639770508,254.69000244140625,93.22100067138672,209.15127563476562,120.97549438476562,99.09166717529297,202.56141662597656,157.25,104.81005859375,16.70400047302246,55.942501068115234,254.69000244140625,93.22100067138672,223.92999267578125,139.38999938964844,115.31999969482422,208.25999450683594,157.25,110.8499984741211,16.70400047302246,56.20000076293945,263.4599914550781,95.0999984741211,224.5,139.67999267578125,115.77999877929688,211.8000030517578,158.33999633789062,112.02999877929688,17.85066795349121,55.04999923706055,248.69000244140625,91.53299713134766,219.25999450683594,138.6199951171875,113.3499984741211,203.25,154.38999938964844,109.33999633789062,16.600000381469727,55.5525016784668,261.8399963378906,93.69999694824219,219.33999633789062,138.89999389648438,114.25,211.6999969482422,155.5399932861328,111.66000366210938,17.634666442871094,118655600,5109200,147864000,3863500,5174100,14370900,5611000,24046000,29640600,202090500
2018-10-09,54.248779296875,254.16000366210938,93.51599884033203,209.37545776367188,120.8106460571289,98.40424346923828,204.02035522460938,157.89999389648438,106.14323425292969,17.520000457763672,56.717498779296875,254.16000366210938,93.51599884033203,224.1699981689453,139.1999969482422,114.5199966430664,209.75999450683594,157.89999389648438,112.26000213623047,17.520000457763672,56.817501068115234,258.7200012207031,94.83399963378906,225.14999389648438,139.6199951171875,115.02999877929688,210.99000549316406,160.58999633789062,113.08000183105469,17.784666061401367,55.5625,251.7100067138672,92.61599731445312,222.55999755859375,137.80999755859375,113.66999816894531,206.69000244140625,157.4199981689453,110.80000305175781,16.886667251586914,55.90999984741211,254.16000366210938,92.99949645996094,224.14999389648438,138.74000549316406,114.66999816894531,208.05999755859375,157.69000244140625,111.13999938964844,17.016666412353516,107564000,2597500,95458000,2502800,4475300,14069500,5659400,18844400,26198600,180909000
2018-10-10,51.73564910888672,237.91000366210938,87.76249694824219,206.46136474609375,119.53479766845703,95.78345489501953,191.3079833984375,151.3800048828125,100.37561798095703,17.125333786010742,54.09000015258789,237.91000366210938,87.76249694824219,221.0500030517578,137.72999572753906,111.47000122070312,196.69000244140625,151.3800048828125,106.16000366210938,17.125333786010742,56.587501525878906,253.3800048828125,92.9280014038086,225.0,140.4600067138672,114.94999694824219,209.3300018310547,157.69000244140625,111.5,17.700666427612305,54.01250076293945,237.86000061035156,87.72049713134766,221.0399932861328,137.72999572753906,111.47000122070312,196.00999450683594,151.30999755859375,105.79000091552734,16.51799964904785,56.3650016784668,252.52000427246094,92.89450073242188,224.10000610351562,139.35000610351562,114.69999694824219,209.3300018310547,156.82000732421875,111.23999786376953,17.640666961669922,167962400,5309300,219778000,3021400,7265600,23086400,8455000,30610000,61376300,192229500
